objid,ra,dec,u,g,r,i,z,class,redshift
1237648721750065474,139.92778592,0.26806132,22.596661,22.579311,20.743057,17.859011,16.121708,STAR,8.712077E-5
1237648721747378850,133.76559514,0.31419166,24.193832,21.958971,20.085932,19.157007,18.661303,GALAXY,0.518115
1237648721765269926,174.61388608,0.22517236,23.187099,22.465,20.758013,19.517401,19.039679,GALAXY,0.597563
1237648721756488327,154.60579119,0.22426371,22.692951,21.498821,20.161116,19.265001,18.860689,GALAXY,0.455917
1237648721770185327,185.87624045,0.23696867,24.588888,22.370512,20.476625,19.597351,19.160898,GALAXY,0.456841
1237648721770250659,185.97555103,0.21727354,26.12628,21.938908,20.208673,19.236593,18.764273,GALAXY,0.503175
1237648721765270033,174.65771417,0.2421961,22.669203,22.162745,20.529596,19.428692,18.930187,GALAXY,0.592511
1237648721767301252,179.29393022,0.21138754,19.686235,18.259651,17.492767,17.13726,16.88455,GALAXY,0.131618
1237648721767301407,179.28128797,0.23725453,22.309042,21.485395,20.278227,19.544867,19.493839,GALAXY,0.610375
1237648721770185509,185.9229071,0.2536282,23.938116,23.120153,21.641081,20.382692,19.847683,GALAXY,0.583039
1237648721233314173,185.8791404,-0.1579098,22.485287,21.515406,21.225819,21.196482,20.745388,QSO,0.581096
1237648721747444018,133.93915621,0.41815983,23.741089,22.797775,21.042238,19.949696,19.443769,GALAXY,0.549467
1237648721233314254,185.83270821,-0.1441376,23.618027,22.462143,20.827761,19.804323,19.459719,GALAXY,0.61347
1237648721747444397,133.91636624,0.22392868,24.715683,23.867359,20.900093,19.814531,19.460335,GALAXY,0.518904
1237648720718659668,236.6262587,-0.45898688,24.106071,21.713448,20.18663,19.361843,18.93841,GALAXY,0.365652
1237648721233314402,185.88340087,-0.11541229,23.083584,21.577452,20.424028,19.57793,18.936029,STAR,2.879531E-4
1237648721767301459,179.37171927,0.26285661,21.052694,20.619473,20.159565,20.066412,20.062405,QSO,1.394205
1237648721747444685,134.0075948,0.37152583,22.6397,21.997337,21.944214,22.024143,21.621897,QSO,2.385396
1237648721233314405,185.88231574,-0.19230877,25.1675,21.780411,19.783268,18.87446,18.502422,GALAXY,0.487927
1237648721210442658,133.6436407,-0.13213458,22.281824,21.828974,19.958757,19.055132,18.5765,GALAXY,0.48522
1237648721233314406,185.88344576,-0.19215698,24.803724,22.004879,20.408539,19.567572,19.102272,GALAXY,0.484916
1237648721767301710,179.29215957,0.25104966,23.529884,21.687141,20.485138,19.637846,19.252739,GALAXY,0.610683
1237648721233314602,185.93777651,-0.03008453,22.368725,20.945875,19.133396,18.412256,17.966127,GALAXY,0.406177
1237648721747313225,133.61224312,0.40947151,22.334618,20.408962,19.860506,19.720249,19.564993,STAR,3.907561E-4
1237648721770185600,185.94186471,0.40216943,22.382174,21.474915,20.557257,19.647594,19.231588,GALAXY,0.748329
1237648721233379508,186.01043389,-0.06219842,21.058554,20.167736,19.861382,19.716255,19.63839,STAR,7.594958E-4
1237648721770185605,185.94218093,0.29156601,23.357103,21.739286,20.253489,19.34852,18.884157,GALAXY,0.375806
1237648721770185754,185.84281863,0.36937635,22.702934,23.006037,21.553684,20.341385,19.572586,GALAXY,0.760856
1237648721769398571,184.05630132,0.40461323,22.444513,20.973341,20.760889,20.564915,20.40448,STAR,9.238392E-6
1237648721212997957,139.48490334,-0.10136712,19.118179,17.270267,16.417685,16.024796,15.71384,GALAXY,0.057565
1237648721212998143,139.42929227,-0.0456045,25.60309,22.083014,20.505711,19.534344,19.05681,GALAXY,0.509692
1237648721767301806,179.32296168,0.28188675,22.310709,21.617067,20.366781,19.532396,19.162956,GALAXY,0.527197
1237648721770185775,185.85480859,0.2787758,25.212807,23.006943,21.090237,19.871828,19.236364,GALAXY,0.586127
1237648721236983863,194.27132019,-1.57154716E-3,18.2435,17.190062,16.836224,16.703455,16.656546,STAR,1.217342E-4
1237648721213063730,139.59932046,-0.18284005,26.175068,22.013941,21.63751,21.614914,21.038204,STAR,5.643148E-4
1237648720708567629,213.52438199,-0.55132285,25.757795,23.093758,21.037344,19.732513,19.177986,GALAXY,0.645448
1237648720673244062,132.92341671,-0.59019864,23.392895,22.192715,20.490896,19.629629,19.119524,GALAXY,0.459025
1237648721248912233,221.57111466,-0.13550553,22.509884,21.894138,20.539394,19.6381,19.244904,GALAXY,0.522157
1237648720712107112,221.69256048,-0.56489235,24.460609,24.253876,21.254551,20.067863,19.345804,GALAXY,0.696585
1237648720673244421,132.92484756,-0.50008974,25.724514,23.174349,20.871351,19.837364,19.328598,GALAXY,0.566241
1237648720673309047,133.12306191,-0.5131757,20.730383,18.721239,17.318851,16.753733,16.331043,GALAXY,0.199432
1237648720673309388,133.02240841,-0.54533953,21.683741,21.505602,20.526899,19.577244,18.972902,GALAXY,0.645077
1237648720673309401,133.02797999,-0.56411922,23.50807,22.5811,20.851862,19.841284,19.392773,GALAXY,0.514132
1237648720673309572,133.08742492,-0.45192452,23.560776,21.714283,21.388655,21.191376,21.116461,GALAXY,0.466715
1237648720673309582,133.09035962,-0.56021652,25.36311,21.968451,20.814173,19.966887,19.358879,STAR,1.101708E-4
1237648721753014340,146.68343617,0.25640613,23.736149,22.327177,21.865467,21.332439,21.037575,QSO,1.163394
1237648721248976939,221.64808603,-0.07861914,17.166224,16.250814,16.000439,15.927911,15.92532,STAR,-6.587342E-4
1237648721248976951,221.67032688,-0.08702557,18.943943,17.843086,17.796179,17.815212,17.876261,STAR,8.784126E-4
1237648721248977205,221.69157447,-0.09865889,18.511086,16.51343,15.540538,15.080796,14.683734,GALAXY,0.10165
1237648721248977207,221.69688069,-0.09677225,18.652906,17.167761,16.463362,16.060425,15.793739,GALAXY,0.100826
1237648704590250175,213.49597821,0.13415717,20.513058,18.424732,17.398779,16.954584,16.592724,GALAXY,0.126725
1237648721216274630,147.00170748,-0.10484491,19.84157,18.866213,18.497717,18.345947,18.320263,STAR,6.456208E-4
1237648720712171704,221.7830434,-0.52240767,19.270409,17.97501,17.433624,17.233427,17.092297,STAR,-2.732161E-4
1237648720712171865,221.77588998,-0.52082561,23.673941,20.052691,18.217598,17.575775,17.196047,GALAXY,0.346246
1237648721753014482,146.74775399,0.26580247,21.445362,19.175081,18.013374,17.462463,17.055687,GALAXY,0.09133
1237648720712171866,221.77405527,-0.51846415,22.72121,20.433828,18.906404,18.229271,17.906868,GALAXY,0.345465
1237648720712171893,221.82748376,-0.53550361,19.461277,18.211479,17.447672,17.028915,16.745672,GALAXY,0.141818
1237648721753014501,146.67517769,0.2780127,22.222631,19.58963,18.069557,17.414438,17.030891,GALAXY,0.207174
1237648721742332496,122.25911544,0.39176008,20.512947,19.331831,19.043854,18.988056,18.912041,STAR,2.510593E-4
1237648721206837839,125.42797679,-0.15639887,21.053793,20.033646,19.768608,19.650818,19.716951,STAR,2.510459E-4
1237648720679272630,146.61901071,-0.43428756,17.150923,15.959983,15.441684,15.177624,15.000359,GALAXY,6.036635E-3
1237648720679272634,146.62962936,-0.46566053,19.392225,17.629646,16.709414,16.236408,15.876593,GALAXY,0.089345
1237648721753014529,146.65589532,0.33537725,22.276388,21.665945,21.326345,21.189608,20.922295,QSO,2.222535
1237648721216274666,146.91079856,-0.07458888,22.431898,19.582294,17.980513,17.421068,17.024416,GALAXY,0.242206
1237648721216274720,146.92403114,-0.1051661,24.39246,20.873495,18.939905,18.227924,17.84565,GALAXY,0.327572
1237648721753014702,146.69853348,0.4033135,24.90625,21.961926,19.941093,19.103424,18.624916,GALAXY,0.430384
1237648721746985017,132.85719985,0.24249419,18.701237,18.392599,18.092867,17.98575,17.997828,QSO,1.184459
1237648721746985233,132.84364458,0.3885501,19.759354,18.434977,17.727385,17.344654,17.04026,GALAXY,0.052796
1237648721746985248,132.85606781,0.35127829,20.981873,19.07378,17.837624,17.373959,17.036837,GALAXY,0.17879
1237648721746985331,132.92089669,0.41210273,19.396149,18.086281,17.472845,17.179808,16.924334,GALAXY,0.051431
1237648721746985526,132.86091836,0.34443448,21.27121,20.439426,20.325157,20.267906,20.083717,QSO,2.57047
1237648721753014742,146.71986761,0.38822409,23.184677,21.955408,20.04158,19.123243,18.680536,GALAXY,0.450772
1237648721747050899,133.0387124,0.41411802,20.03018,18.940693,18.667564,18.573824,18.519741,STAR,1.739367E-4
1237648720679338241,146.86432388,-0.46406782,19.183567,17.870888,17.183809,16.722296,16.463875,GALAXY,0.06511
1237648721747051168,133.07166011,0.40991266,24.791592,21.24741,19.7017,19.089968,18.101494,STAR,1.380144E-4
1237648721747051184,132.98238941,0.25207514,21.347622,20.909061,20.778572,20.710751,20.477041,QSO,1.796892
1237648720679338392,146.86810017,-0.48672455,20.351295,18.964243,17.937521,17.376566,17.034132,GALAXY,0.083268
1237648721747051361,133.00625351,0.39418164,24.688147,21.63167,20.141367,19.270761,18.884945,GALAXY,0.478319
1237648721747051414,133.02074252,0.35268434,24.370872,23.601027,21.081221,19.920933,19.466885,GALAXY,0.609528
1237648721210245818,133.14467875,-0.15006163,22.453585,21.627956,21.428694,21.238104,21.03858,STAR,3.178881E-4
1237648721210245903,133.17389397,-0.05205985,23.469826,21.691973,20.05884,18.976805,18.511204,GALAXY,0.555673
1237648720679338696,146.77444253,-0.52075771,23.624853,22.902624,21.235964,20.063131,19.763002,GALAXY,0.645304
1237648721747051749,133.12060801,0.40800107,23.946535,21.596498,20.237762,19.601208,19.15826,GALAXY,0.944491
1237648721747052005,133.07780953,0.32164697,23.209818,22.65707,21.109129,19.976507,19.604219,GALAXY,0.610859
1237648720708567640,213.52611121,-0.52173065,23.923923,22.511553,20.938761,19.760923,19.225279,GALAXY,0.64741
1237648721216274997,146.97803058,-0.1061558,23.752399,22.154963,21.960379,22.26226,21.412258,QSO,3.189018
1237648721210311465,133.37583763,-0.1335391,23.952143,21.259178,19.443705,18.740383,18.295223,GALAXY,0.399371
1237648720697688430,188.76289315,-0.60062975,21.851671,20.935062,20.91403,20.846951,20.934341,QSO,2.694296
1237648721216143397,146.69838107,-0.12973512,25.853598,22.333633,20.338924,19.328344,18.883165,GALAXY,0.45819
1237648721216275192,146.93250637,-0.07306643,23.893036,22.841045,21.441111,20.228395,19.83993,GALAXY,0.576592
1237648720708567188,213.5403063,-0.47592893,18.894358,17.261618,16.379389,15.903212,15.561914,GALAXY,0.121436
1237648721747181762,133.2993946,0.35761382,19.682764,19.450073,19.436989,19.262711,19.243666,QSO,1.575412
1237648721245569193,213.84658637,-0.03471196,20.193855,18.320278,17.300249,16.888132,16.510155,GALAXY,0.12406
1237648721245569219,213.87456145,-0.10864597,19.716543,18.049948,17.133841,16.715487,16.417252,GALAXY,0.142337
1237648721245569220,213.87378244,-0.10706122,24.661074,23.655628,21.240246,20.006424,19.741291,GALAXY,0.63948
1237648721245569396,213.86420588,-0.18518982,19.375038,18.148977,17.243401,16.809431,16.498676,GALAXY,0.181419
1237648721245569402,213.86992394,-0.20342582,22.471413,20.257969,18.699558,18.077997,17.705526,GALAXY,0.28971
1237648721766318514,176.9966393,0.39036284,23.133537,21.649927,21.525066,21.450779,21.17749,QSO,2.199392
1237648721245569635,213.81560232,-0.06413583,24.197296,21.683571,20.054478,19.154589,18.736923,GALAXY,0.55019
1237648721245569714,213.83233461,-0.04513638,23.179031,22.108698,21.036421,19.814693,19.4193,GALAXY,0.678533
1237648721210179703,133.02837724,-2.42979337E-3,17.543468,16.240448,16.291847,16.353537,16.406599,STAR,7.52195E-4
1237648721753015012,146.72814907,0.32994147,26.434868,22.784269,20.638903,19.407589,18.759148,GALAXY,0.649884
1237648721753015048,146.7496102,0.20960952,24.186453,23.995657,21.795778,20.437786,20.16761,GALAXY,0.592793
1237648721747181773,133.31003577,0.34274322,20.210651,18.240215,17.129425,16.666542,16.239544,GALAXY,0.109745
1237648721229250762,176.68317698,-0.08866046,20.89683,18.839804,17.728451,17.283255,16.911003,GALAXY,0.137918
1237648721747181775,133.31070448,0.3416554,26.113497,20.72522,20.045092,18.351458,17.912756,STAR,2.941309E-4
1237648721753080096,146.88774238,0.21745398,19.525553,17.741196,16.88685,16.404448,16.037348,GALAXY,0.062968
1237648721234559206,188.76267155,-0.05881434,24.286707,23.536434,21.480272,20.114658,20.205503,QSO,4.700816
1237648721234559210,188.76700403,-0.18164027,20.167442,18.765137,18.204094,17.987375,17.847084,STAR,5.618816E-4
1237648720175235225,221.64347695,-0.84957079,17.698017,15.824387,14.960519,14.526845,14.150306,GALAXY,0.041615
1237648720708632781,213.67520185,-0.43384165,20.673567,18.564018,17.449862,16.970484,16.587585,GALAXY,0.138046
1237648720708632794,213.67882025,-0.54358129,19.83596,17.786114,16.557285,16.080589,15.701617,GALAXY,0.185158
1237648720708632826,213.69503466,-0.47815645,20.721067,18.822227,17.680624,17.178396,16.765537,GALAXY,0.141106
1237648720708632840,213.69784931,-0.45539903,25.0863,23.424173,21.36512,20.121845,19.569269,GALAXY,0.587998
1237648720175235404,221.62948789,-0.91677917,23.935625,17.484346,15.227157,14.494695,13.995108,STAR,2.657686E-4
1237648721245438308,213.60923969,-0.04122235,19.785147,17.820879,16.732765,16.292032,15.904468,GALAXY,0.139793
1237648720708632847,213.71025694,-0.54263637,20.036018,17.936695,16.979643,16.564774,16.216635,GALAXY,0.08702
1237648720708632893,213.7328604,-0.56931212,20.511456,18.640934,17.62178,17.057812,16.589197,GALAXY,0.083141
1237648721245438808,213.58909425,3.0311977E-3,25.458,20.880692,19.146881,18.457697,18.060656,GALAXY,0.39749
1237648721753145946,146.9984174,0.39825689,24.37249,22.050274,21.831823,21.720924,21.456583,QSO,3.240052
1237648721765138519,174.31915064,0.37592173,19.636366,18.210306,17.650946,17.435104,17.330006,STAR,-1.599703E-4
1237648721765662970,175.52338953,0.39181585,21.788921,20.779041,20.620148,20.472826,20.350834,STAR,5.476621E-4
1237648721766252620,176.91332077,0.25797029,19.490904,18.270494,17.67219,17.292456,17.183393,GALAXY,0.096675
1237648720175300971,221.84578307,-0.92388952,19.798368,18.300457,17.734222,17.49061,17.390902,STAR,-4.57646E-5
1237648721747181786,133.32467947,0.34250043,19.950115,17.953337,16.949896,16.510225,16.158375,GALAXY,0.107328
1237648720708633658,213.76816905,-0.52076578,25.89743,22.816738,20.991682,19.88397,19.288023,GALAXY,0.512753
1237648721766252717,176.88602068,0.35140796,24.004829,22.509586,20.659643,19.811968,19.518084,GALAXY,0.491476
1237648721766252793,176.96554125,0.28368551,19.679058,19.779938,20.085003,20.283829,20.389963,STAR,-2.024174E-5
1237648721245503652,213.68856623,-0.10215455,19.609846,18.473526,17.777987,17.415388,17.16326,GALAXY,0.13656
1237648721245503663,213.69415416,-0.07148974,19.088682,17.066919,16.086432,15.60877,15.201454,GALAXY,0.077388
1237648721245503664,213.69879201,-0.0670358,20.838358,18.72143,17.547709,17.036772,16.59115,GALAXY,0.136382
1237648720708698419,213.9186476,-0.58421093,20.782013,18.811085,17.74103,17.268667,16.856348,GALAXY,0.127044
1237648721245503665,213.69372918,-0.06918692,21.02276,18.740486,17.432266,16.910784,16.567795,GALAXY,0.193399
1237648720708698523,213.94229467,-0.61481193,24.058962,23.019554,21.227457,20.163664,19.653193,GALAXY,0.591278
1237648720712040516,221.52846305,-0.43675521,18.358234,16.974888,16.454641,16.273876,16.194458,STAR,9.31042E-5
1237648720668590744,122.28698872,-0.43426206,21.259466,20.035025,19.731033,19.557453,19.611273,STAR,3.948869E-4
1237648720712041338,221.55067694,-0.49879443,21.884872,21.079367,19.350975,18.662224,18.238197,GALAXY,0.402197
1237648705652326494,186.88809314,0.91316754,18.527325,17.662817,17.349819,17.220346,17.22014,STAR,3.345374E-4
1237648705652326484,186.88518902,0.91715407,18.586367,16.964804,16.278008,15.995398,15.852377,STAR,-2.55946E-4
1237648720712106075,221.65280405,-0.53591444,18.653713,17.047205,16.441441,16.206915,16.087179,STAR,-3.3924E-5
1237648721245569056,213.85957825,-0.07633837,23.036854,23.022835,20.184761,19.100906,18.762457,GALAXY,0.679667
1237648720712106076,221.64826219,-0.53675351,21.571648,19.103846,17.748262,17.207834,16.793831,GALAXY,0.208503
1237648721245569203,213.86497315,-0.05548348,20.27219,18.243464,17.093105,16.580246,16.043653,GALAXY,0.124004
1237648720712106109,221.67529213,-0.54339114,17.340956,16.140762,15.715212,15.546312,15.47823,STAR,-2.731156E-4
1237648721245569414,213.8968563,-0.07250301,22.530649,20.245134,18.620594,17.975687,17.515051,GALAXY,0.352604
1237648721245569615,213.81244628,-0.03091456,23.114946,21.861166,20.40365,19.509264,18.91474,GALAXY,0.564733
1237648720712106265,221.65662219,-0.54598821,19.117962,17.506588,16.758287,16.305403,15.937757,GALAXY,0.056597
1237648720673243773,132.84655854,-0.60423743,22.795935,21.69643,20.045845,19.211538,18.820591,GALAXY,0.459339
1237648720673243776,132.84796501,-0.42813996,23.628845,22.897755,21.350767,19.412943,18.36507,STAR,1.910474E-5
1237648720712106271,221.65958653,-0.50057756,20.621799,20.039051,20.001001,19.888317,19.623173,QSO,2.272369
1237648720712106276,221.66785887,-0.56989577,20.53964,20.106464,20.109211,19.862131,19.813055,QSO,0.654931
1237648721245570206,213.95258204,-0.1725417,22.792179,21.364466,20.691206,19.667542,18.964518,STAR,-2.494784E-4
1237648721777066803,201.67907428,0.42094393,22.485363,21.369013,20.531698,19.523035,19.031246,QSO,6.997909
1237648720673244189,132.97653032,-0.52257653,23.182737,22.312948,21.022745,20.101662,19.594814,GALAXY,0.612615
1237648721248911676,221.58334307,-0.10394963,21.366558,20.015572,19.435078,19.227602,19.099199,STAR,7.090791E-5
1237648721248911745,221.58951291,-0.08796673,24.306263,21.704353,19.837896,19.130081,18.709877,GALAXY,0.504367
1237648721248912442,221.53665749,-0.08492036,21.574516,21.075594,20.158079,19.016411,18.531042,GALAXY,0.707406
1237648721747182131,133.33080717,0.41761145,21.928097,20.984112,20.617491,20.370237,20.027981,STAR,3.056557E-4
1237648721782374663,213.75631371,0.38970321,20.416351,19.227022,19.109795,19.056675,19.054234,STAR,-1.191453E-5
1237648720673309280,132.98729015,-0.46233417,26.438608,21.70689,20.184425,19.219133,18.621069,GALAXY,0.505376
1237648721782374671,213.77073523,0.41943001,26.258072,21.072245,19.291573,18.619184,18.170399,GALAXY,0.374944
1237648721782374686,213.78391274,0.33215732,19.864122,18.314821,17.339159,16.844219,16.517372,GALAXY,0.183613
1237648721248976933,221.6446518,-0.18647801,19.151344,17.886084,17.346525,17.103666,16.991041,STAR,6.201923E-4
1237648721248976960,221.67790035,-0.05775159,18.45788,17.538498,17.27903,17.180098,17.162678,STAR,-2.536013E-4
1237648721248976970,221.68536011,-0.02508441,17.972956,16.75717,16.240286,16.014116,15.893195,STAR,-4.356105E-4
1237648704593854599,221.73363089,0.03872759,16.807772,15.528124,15.05907,14.90306,14.85412,STAR,-1.018551E-5
1237648704593854595,221.7286446,0.17995895,17.211815,15.837935,15.268145,15.030641,14.923179,STAR,1.911189E-4
1237648704593854585,221.70592484,0.08303687,18.728712,16.563654,15.692002,15.40084,15.258162,STAR,4.16252E-5
1237648704593854581,221.70494554,0.12683124,17.581169,16.635317,16.337358,16.210478,16.176891,STAR,-5.083714E-7
1237648721248977285,221.68085405,-0.05172273,22.307245,20.106457,18.511467,17.919641,17.518644,GALAXY,0.291337
1237648721248977292,221.70586449,-0.03003899,23.680561,20.522879,19.054415,18.254196,17.77697,STAR,-2.608335E-4
1237648721248977985,221.64195935,-0.03612101,25.625494,22.677101,21.181152,20.098228,19.961018,GALAXY,0.521979
1237648720673439916,133.36857586,-0.60525258,23.737766,21.926077,20.420544,19.125856,18.809082,GALAXY,0.50432
1237648720712171952,221.75423284,-0.61682762,24.668507,21.645321,20.948673,20.827438,20.578085,STAR,2.284308E-4
1237648720712171957,221.76428003,-0.56196241,21.78153,20.604334,20.060089,19.785458,19.647516,STAR,1.155552E-4
1237648720712172335,221.8116735,-0.420797,24.073044,22.32036,20.716066,19.836578,19.400888,GALAXY,0.446058
1237648721205461142,122.24583502,-0.16380436,19.145664,18.211346,17.98251,17.906464,17.8724,STAR,4.046283E-4
1237648721205461252,122.2746256,-0.01924594,18.448576,17.342669,16.918644,16.742268,16.677547,STAR,8.677177E-4
1237648721782440727,213.8934113,0.27342915,24.86371,22.656893,21.294668,20.115952,19.881557,GALAXY,0.662302
1237648721782505495,213.98707562,0.25880121,20.989122,18.844799,17.783417,17.318377,17.044491,GALAXY,0.128245
1237648720673440217,133.36028214,-0.45506765,21.477543,19.278732,17.843672,17.271255,16.887304,GALAXY,0.235812
1237648721782505701,213.96346889,0.26305496,20.650902,18.527254,17.478327,17.022999,16.685217,GALAXY,0.126188
1237648721782505749,213.97945641,0.26842196,20.478836,18.62154,17.542709,17.094925,16.746191,GALAXY,0.126045
1237648721782505783,213.9832636,0.29414044,20.252119,18.63625,17.848957,17.500708,17.207081,GALAXY,0.130037
1237648721210114861,132.93969193,-0.02380994,24.11768,22.372154,20.890326,19.901371,19.314238,GALAXY,0.524047
1237648720673440640,133.38131675,-0.52618985,23.272259,22.144241,20.916698,19.931524,19.387678,GALAXY,0.599643
1237648721782505794,213.99227998,0.36607376,18.970623,17.381386,16.531902,16.099869,15.766188,GALAXY,0.143685
1237648720679272867,146.62049179,-0.47444133,22.384647,21.058237,19.212593,18.58433,18.122477,GALAXY,0.370523
1237648721753014631,146.65381624,0.21520977,26.189823,21.483299,20.771738,19.692247,18.914585,GALAXY,0.631407
1237648721746985444,132.96034389,0.32300751,22.180727,20.06163,18.322359,17.721586,17.372185,GALAXY,0.318639
1237648721210180286,133.12254095,-0.04506377,22.122139,21.454092,21.341146,21.375446,21.46632,QSO,0.839681
1237648721747050842,133.00581471,0.24532998,23.090908,21.507967,19.891497,19.117813,18.757866,GALAXY,0.428495
1237648704056852687,221.43590721,-0.28748611,18.230576,18.123884,18.119686,17.950073,17.946163,QSO,1.780322
1237648704056787386,221.22348544,-0.39407386,22.546356,21.527222,21.431656,21.402267,21.28113,STAR,9.67427E-5
1237648704043155516,190.20207888,-0.20594176,-9999,-9999,-9999,-9999,-9999,STAR,8.033502E-4
1237648704026509882,152.096448,-0.34259799,26.740526,22.150589,20.683519,19.848743,19.377914,GALAXY,0.671765
1237648704026509448,152.07618184,-0.36021407,18.556129,17.322393,16.570461,16.161058,15.852324,GALAXY,0.096377
1237648703523062357,228.47099082,-0.64243311,22.371561,21.89291,21.804182,21.978325,21.346748,STAR,3.046836E-5
1237648703523062251,228.51219113,-0.62488076,21.797813,19.393637,17.93042,17.386066,17.05731,GALAXY,0.222785
1237648703523062140,228.48495877,-0.76533745,19.653404,18.358814,17.82159,17.467964,17.225103,GALAXY,0.070872
1237648703523061833,228.44443131,-0.77299624,25.049503,22.855982,20.705709,19.553926,19.021181,GALAXY,0.582432
1237648720141091378,143.71475931,-0.87662688,22.115112,21.579063,19.811186,18.961824,18.421139,GALAXY,0.485113
1237648703522996420,228.34163584,-0.69120656,23.534328,21.818171,21.742445,21.574369,21.535282,STAR,-4.467413E-4
1237648703522931881,228.2062679,-0.62503826,24.30328,22.267597,20.981201,19.709831,19.227594,GALAXY,0.744037
1237648703522931722,228.17046357,-0.79749546,23.676361,21.69026,19.767057,18.879251,18.446333,GALAXY,0.483815
1237648703520047701,221.5027954,-0.81588189,26.695486,22.322535,20.683266,19.589281,19.066994,GALAXY,0.528751
1237648703520047499,221.51453331,-0.67130757,21.16654,19.283888,17.703817,17.131304,16.804708,GALAXY,0.287607
1237648703520047331,221.48809211,-0.65557509,21.14674,20.158033,19.937239,19.78546,19.800402,STAR,1.144279E-4
1237648703519917289,221.27530761,-0.64036771,22.978674,22.542545,20.58197,19.517939,19.004517,GALAXY,0.525134
1237648703519917029,221.31944255,-0.76901573,25.448252,22.530619,20.981068,19.907768,19.724222,GALAXY,0.531333
1237648703519916919,221.28300779,-0.70166592,22.723631,22.109631,20.975771,20.032518,19.708244,GALAXY,0.535197
1237648703519916580,221.19222691,-0.66199314,24.214796,21.682125,19.741018,18.825085,18.355362,GALAXY,0.528411
1237648703519851440,221.1394826,-0.68606292,22.644211,22.027641,20.288086,18.977598,18.434872,GALAXY,0.567139
1237648703519851242,221.07614668,-0.64405398,24.53088,23.374889,21.085218,19.734577,19.025919,GALAXY,0.735198
1237648703506350092,190.21813711,-0.75667729,17.601288,16.6259,16.312178,16.220829,16.193756,STAR,1.123748E-4
1237648702986126081,228.26071975,-1.08998244,25.533688,21.683964,20.281944,19.446377,18.983017,GALAXY,0.493015
1237648702986126046,228.25175609,-1.10823733,23.538347,21.992311,20.524248,19.687988,19.238501,GALAXY,0.446592
1237648702986125715,228.23465809,-1.13261047,22.084879,19.866627,18.382698,17.788584,17.406305,GALAXY,0.243347
1237648702986125622,228.28432821,-1.11179004,19.081928,17.377741,16.436367,16.004709,15.647285,GALAXY,0.121252
1237648702986125619,228.28196754,-1.10378865,19.891659,18.974628,18.610447,18.495998,18.420498,STAR,-2.673828E-4
1237648702986125513,228.37017718,-1.21625499,23.871813,21.486948,20.563869,19.816357,20.170549,GALAXY,0.11926
1237648702986061008,228.20041088,-1.22302674,22.56139,20.890932,19.102886,18.480528,18.114914,GALAXY,0.33833
1237648720141091412,143.73280912,-1.04583977,23.91938,21.822239,20.210123,19.389511,19.108759,GALAXY,0.464055
1237648720141091421,143.73962102,-0.90013232,23.961588,22.537186,21.507961,21.201401,20.559326,QSO,1.37015
1237648702986060462,228.2072169,-1.2424792,21.593439,19.852716,18.247984,17.667595,17.277634,GALAXY,0.244282
1237648720141091029,143.73517058,-0.84440529,18.467609,16.960316,16.29073,15.918281,15.662986,GALAXY,0.083117
1237648705130594568,221.48076194,0.43579357,20.961155,19.35037,18.75466,18.518579,18.366434,STAR,1.876088E-4
1237648704580092662,190.21559896,0.12181657,22.684639,22.834599,20.844809,19.488058,18.948893,GALAXY,0.723941
1237648703523127499,228.53091233,-0.62438686,-9999,-9999,17.179914,16.769388,16.510286,GALAXY,0.077962
1237648703523062559,228.39291129,-0.7534985,24.787041,22.267427,20.718336,19.869009,19.437317,GALAXY,0.453
1237648703519982765,221.46100436,-0.80603501,23.28187,23.11974,21.059807,19.991137,19.410185,GALAXY,0.520378
1237648720141157073,143.76059328,-0.90304748,23.104773,22.185429,20.288919,19.472082,18.868593,GALAXY,0.56008
1237648703519916189,221.30535931,-0.64011073,18.976,17.994932,17.619127,17.475834,17.447044,STAR,5.917064E-5
1237648702986191206,228.51558121,-1.21193187,19.311701,17.631626,16.745848,16.277964,15.915524,GALAXY,0.050913
1237648720141221926,143.9369795,-0.86615299,17.958345,17.018089,16.706648,16.587215,16.548698,STAR,1.371561E-3
1237648720141222048,143.96994595,-0.92175561,19.357788,17.917517,17.160334,16.758287,16.461672,GALAXY,0.097922
1237648720150463384,165.11751364,-0.9557674,24.093058,22.041176,21.63245,21.379011,21.260965,STAR,4.749694E-4
1237648720139190814,139.34527345,-0.9948627,26.082592,21.710552,19.948524,19.098692,18.677908,GALAXY,0.442807
1237648720133358339,126.03880556,-0.94200982,21.636316,20.262478,19.986191,19.887207,19.780771,STAR,2.095367E-4
1237648705670546306,228.4822678,0.95737508,22.477488,21.124247,19.937737,19.190302,18.765005,STAR,5.464519E-6
1237648705670480096,228.34373528,0.87137436,19.692648,18.143127,17.102697,16.570215,16.27659,GALAXY,0.216617
1237648705670414928,228.16019351,0.96032836,19.186008,17.897387,17.448318,17.201761,17.072943,GALAXY,0.02611
1237648705670414831,228.19609397,0.95225838,20.58704,19.533653,18.845469,18.461061,18.276518,GALAXY,0.223814
1237648705670414630,228.1294516,0.85971377,20.598085,20.103296,19.988274,19.782188,19.484585,QSO,2.124021
1237648705670414568,228.09372077,0.86719553,19.680384,18.329355,17.674534,17.343811,17.097372,GALAXY,0.115113
1237648705670414390,228.13035456,0.88827175,17.705141,17.984873,18.471247,18.805962,19.171524,STAR,-2.471837E-4
